Scenario,Dataset,Rep,RestrictedModel,FullModel,RestrictedLogLik,FullLogLik,LRT,df,boundary_dim,p_value,reject,method
D3,Dataset 3,28,ZINB,ZIP--ZINB,-29322.526622332567,-28807.51597356455,1030.0212975360337,nan,1,2.6778328458530558e-226,True,chi-bar² heuristic; k=1
D3,Dataset 3,28,Z+P+NB,ZIP--ZINB,-28827.12687986771,-28807.51597356455,39.221812606316234,2,0,3.0415265189835263e-09,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,23,Poisson,ZIP--ZINB,-72890.96228338798,-28819.974358489875,88141.97584979622,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,23,NB,ZIP--ZINB,-32793.645245027554,-28819.974358489875,7947.341773075357,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,23,P+NB,ZIP--ZINB,-32149.71191304025,-28819.974358489875,6659.475109100749,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,23,ZIP,ZIP--ZINB,-42167.35691483624,-28819.974358489875,26694.765112692723,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,23,ZINB,ZIP--ZINB,-29342.27398584716,-28819.974358489875,1044.5992547145725,nan,1,1.8162448116996015e-229,True,chi-bar² heuristic; k=1
D3,Dataset 3,23,Z+P+NB,ZIP--ZINB,-28846.359395048883,-28819.974358489875,52.770073118015716,2,0,3.476355785129898e-12,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,27,Poisson,ZIP--ZINB,-75265.162216785,-29715.542502516066,91099.23942853787,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,27,NB,ZIP--ZINB,-33677.85194559129,-29715.542502516066,7924.618886150449,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,27,P+NB,ZIP--ZINB,-32984.03321783757,-29715.542502516066,6536.981430643005,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,27,ZIP,ZIP--ZINB,-43839.54745166416,-29715.542502516066,28248.009898296194,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,27,ZINB,ZIP--ZINB,-30278.251728004077,-29715.542502516066,1125.4184509760235,nan,1,4.935787596725443e-247,True,chi-bar² heuristic; k=1
D3,Dataset 3,27,Z+P+NB,ZIP--ZINB,-29729.76060887712,-29715.542502516066,28.436212722110213,2,0,6.685822836086149e-07,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,30,Poisson,ZIP--ZINB,-74452.74698119494,-29371.26293819603,90162.96808599783,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,30,NB,ZIP--ZINB,-33487.43037815096,-29371.26293819603,8232.33487990986,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,30,P+NB,ZIP--ZINB,-32760.172255953956,-29371.26293819603,6777.818635515854,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,30,ZIP,ZIP--ZINB,-43236.454487522715,-29371.26293819603,27730.383098653372,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,30,ZINB,ZIP--ZINB,-29933.23612947038,-29371.26293819603,1123.9463825487037,nan,1,1.0310881013639024e-246,True,chi-bar² heuristic; k=1
D3,Dataset 3,30,Z+P+NB,ZIP--ZINB,-29387.15265870183,-29371.26293819603,31.77944101160392,2,0,1.2565566281560934e-07,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,31,Poisson,ZIP--ZINB,-74982.89083128168,-29347.204681738713,91271.37229908592,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,31,NB,ZIP--ZINB,-33427.76154209489,-29347.204681738713,8161.113720712361,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,31,P+NB,ZIP--ZINB,-32760.199424146216,-29347.204681738713,6825.989484815007,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,31,ZIP,ZIP--ZINB,-43234.205573161395,-29347.204681738713,27774.001782845364,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,31,ZINB,ZIP--ZINB,-29874.506740354343,-29347.204681738713,1054.6041172312616,nan,1,1.2150108192308509e-231,True,chi-bar² heuristic; k=1
D3,Dataset 3,31,Z+P+NB,ZIP--ZINB,-29371.677919713773,-29347.204681738713,48.94647595012066,2,0,2.351840111389338e-11,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,34,Poisson,ZIP--ZINB,-74461.85470131358,-29521.712750501138,89880.28390162489,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,34,NB,ZIP--ZINB,-33674.20034319907,-29521.712750501138,8304.975185395859,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,34,P+NB,ZIP--ZINB,-32919.49313449175,-29521.712750501138,6795.560767981224,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,34,ZIP,ZIP--ZINB,-43451.66645648157,-29521.712750501138,27859.90741196087,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,34,ZINB,ZIP--ZINB,-30117.549326028333,-29521.712750501138,1191.6731510543905,nan,1,1.9675733944951045e-261,True,chi-bar² heuristic; k=1
D3,Dataset 3,34,Z+P+NB,ZIP--ZINB,-29532.470128723864,-29521.712750501138,21.514756445452804,2,0,2.128776160899698e-05,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,36,Poisson,ZIP--ZINB,-71787.47402859159,-29058.30471286601,85458.33863145116,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,36,NB,ZIP--ZINB,-33202.72946273694,-29058.30471286601,8288.84949974186,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,36,P+NB,ZIP--ZINB,-32434.92793756024,-29058.30471286601,6753.2464493884545,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,36,ZIP,ZIP--ZINB,-41441.757609791406,-29058.30471286601,24766.90579385079,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,36,ZINB,ZIP--ZINB,-29584.821571190605,-29058.30471286601,1053.0337166491881,nan,1,2.666313922066453e-231,True,chi-bar² heuristic; k=1
D3,Dataset 3,36,Z+P+NB,ZIP--ZINB,-29078.118590165464,-29058.30471286601,39.627754598906904,2,0,2.4828039276328106e-09,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,33,Poisson,ZIP--ZINB,-74084.27613239796,-28993.25633132786,90182.03960214021,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,33,NB,ZIP--ZINB,-33114.94741014476,-28993.25633132786,8243.382157633809,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,33,P+NB,ZIP--ZINB,-32336.13713181077,-28993.25633132786,6685.761600965823,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,33,ZIP,ZIP--ZINB,-43146.19734293026,-28993.25633132786,28305.882023204802,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,33,ZINB,ZIP--ZINB,-29596.491166573527,-28993.25633132786,1206.4696704913367,nan,1,1.1973810870291151e-264,True,chi-bar² heuristic; k=1
D3,Dataset 3,33,Z+P+NB,ZIP--ZINB,-29005.8374858657,-28993.25633132786,25.16230907568388,2,0,3.4361649869380933e-06,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,39,Poisson,ZIP--ZINB,-71923.39058410528,-29044.39571414379,85757.98973992298,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,39,NB,ZIP--ZINB,-33054.31505459313,-29044.39571414379,8019.838680898676,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,39,P+NB,ZIP--ZINB,-32365.400335131795,-29044.39571414379,6642.009241976011,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,39,ZIP,ZIP--ZINB,-42207.94288434676,-29044.39571414379,26327.094340405944,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,39,ZINB,ZIP--ZINB,-29623.535373964976,-29044.39571414379,1158.2793196423736,nan,1,3.560170201634631e-254,True,chi-bar² heuristic; k=1
D3,Dataset 3,39,Z+P+NB,ZIP--ZINB,-29066.806374213174,-29044.39571414379,44.821320138769806,2,0,1.8500096597360638e-10,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,38,Poisson,ZIP--ZINB,-74985.70415894392,-29448.77981464555,91073.84868859674,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,38,NB,ZIP--ZINB,-33441.61856001804,-29448.77981464555,7985.67749074498,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,38,P+NB,ZIP--ZINB,-32796.92043540519,-29448.77981464555,6696.281241519282,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,38,ZIP,ZIP--ZINB,-43725.67153296531,-29448.77981464555,28553.78343663952,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,38,ZINB,ZIP--ZINB,-29981.936782982062,-29448.77981464555,1066.3139366730247,nan,1,3.462835419412278e-234,True,chi-bar² heuristic; k=1
D3,Dataset 3,38,Z+P+NB,ZIP--ZINB,-29471.691049999485,-29448.77981464555,45.8224707078698,2,0,1.1214422453894284e-10,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,32,Poisson,ZIP--ZINB,-76040.43151185724,-29273.496666700543,93533.8696903134,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,32,NB,ZIP--ZINB,-33470.38140921991,-29273.496666700543,8393.769485038734,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,32,P+NB,ZIP--ZINB,-32676.797159279264,-29273.496666700543,6806.600985157442,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,32,ZIP,ZIP--ZINB,-43944.66476593956,-29273.496666700543,29342.336198478035,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,32,ZINB,ZIP--ZINB,-29897.691278605103,-29273.496666700543,1248.3892238091212,nan,1,9.292066011697572e-274,True,chi-bar² heuristic; k=1
D3,Dataset 3,32,Z+P+NB,ZIP--ZINB,-29281.967521391925,-29273.496666700543,16.94170938276511,2,0,0.00020948578113503296,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,40,Poisson,ZIP--ZINB,-74362.48385915217,-29258.906314546395,90207.15508921155,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,40,NB,ZIP--ZINB,-33354.52648211048,-29258.906314546395,8191.240335128168,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,40,P+NB,ZIP--ZINB,-32605.735028455805,-29258.906314546395,6693.65742781882,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,40,ZIP,ZIP--ZINB,-42935.238344131394,-29258.906314546395,27352.664059169998,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,40,ZINB,ZIP--ZINB,-29863.462190361923,-29258.906314546395,1209.111751631055,nan,1,3.191813672662681e-265,True,chi-bar² heuristic; k=1
D3,Dataset 3,40,Z+P+NB,ZIP--ZINB,-29276.151297472607,-29258.906314546395,34.489965852422756,2,0,3.2404033660216526e-08,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,41,Poisson,ZIP--ZINB,-75289.4257751519,-29844.18085234544,90890.48984561293,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,41,NB,ZIP--ZINB,-33919.32720299853,-29844.18085234544,8150.292701306185,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,41,P+NB,ZIP--ZINB,-33172.55092056521,-29844.18085234544,6656.740136439548,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,41,ZIP,ZIP--ZINB,-44298.793321154066,-29844.18085234544,28909.224937617255,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,41,ZINB,ZIP--ZINB,-30448.079962769694,-29844.18085234544,1207.7982208485118,nan,1,6.158894366571247e-265,True,chi-bar² heuristic; k=1
D3,Dataset 3,41,Z+P+NB,ZIP--ZINB,-29861.83998364891,-29844.18085234544,35.31826260694652,2,0,2.141591920304762e-08,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,35,Poisson,ZIP--ZINB,-73335.08854044758,-28896.87548278929,88876.42611531659,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,35,NB,ZIP--ZINB,-32949.802546009814,-28896.87548278929,8105.854126441045,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,35,P+NB,ZIP--ZINB,-32223.79853266766,-28896.87548278929,6653.846099756738,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,35,ZIP,ZIP--ZINB,-42240.66664075627,-28896.87548278929,26687.582315933963,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,35,ZINB,ZIP--ZINB,-29469.115023845763,-28896.87548278929,1144.4790821129427,nan,1,3.554286931068628e-251,True,chi-bar² heuristic; k=1
D3,Dataset 3,35,Z+P+NB,ZIP--ZINB,-28917.005091138533,-28896.87548278929,40.259216698483215,2,0,1.8105985617424983e-09,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,37,Poisson,ZIP--ZINB,-73001.64630584788,-29308.32932429925,87386.63396309727,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,37,NB,ZIP--ZINB,-33256.54978291148,-29308.32932429925,7896.440917224463,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,37,P+NB,ZIP--ZINB,-32590.328878554246,-29308.32932429925,6563.99910850999,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,37,ZIP,ZIP--ZINB,-42949.47649729529,-29308.32932429925,27282.29434599208,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,37,ZINB,ZIP--ZINB,-29852.68553006475,-29308.32932429925,1088.7124115309998,nan,1,4.689851921755429e-239,True,chi-bar² heuristic; k=1
D3,Dataset 3,37,Z+P+NB,ZIP--ZINB,-29326.751131104986,-29308.32932429925,36.843613611468754,2,0,9.988745719876471e-09,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,44,Poisson,ZIP--ZINB,-73003.36826818579,-29168.139526596056,87670.45748317946,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,44,NB,ZIP--ZINB,-33328.389980575215,-29168.139526596056,8320.500907958318,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,44,P+NB,ZIP--ZINB,-32633.256772971246,-29168.139526596056,6930.23449275038,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,44,ZIP,ZIP--ZINB,-42101.85556164976,-29168.139526596056,25867.43207010741,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,44,ZINB,ZIP--ZINB,-29685.129818107198,-29168.139526596056,1033.980583022283,nan,1,3.691510110087272e-227,True,chi-bar² heuristic; k=1
D3,Dataset 3,44,Z+P+NB,ZIP--ZINB,-29184.899355764108,-29168.139526596056,33.51965833610302,2,0,5.2637914543360634e-08,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,42,Poisson,ZIP--ZINB,-73995.63094152373,-29338.650185930626,89313.96151118621,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,42,NB,ZIP--ZINB,-33311.82327043268,-29338.650185930626,7946.346169004108,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,42,P+NB,ZIP--ZINB,-32660.787779557657,-29338.650185930626,6644.275187254061,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,42,ZIP,ZIP--ZINB,-43282.790893941914,-29338.650185930626,27888.281416022575,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,42,ZINB,ZIP--ZINB,-29866.21949747287,-29338.650185930626,1055.1386230844873,nan,1,9.29830638774231e-232,True,chi-bar² heuristic; k=1
D3,Dataset 3,42,Z+P+NB,ZIP--ZINB,-29357.58873988172,-29338.650185930626,37.87710790218989,2,0,5.957863155608273e-09,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,43,Poisson,ZIP--ZINB,-73291.26383201,-29523.127604766483,87536.27245448701,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,43,NB,ZIP--ZINB,-33565.32289245364,-29523.127604766483,8084.390575374309,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,43,P+NB,ZIP--ZINB,-32873.81684868753,-29523.127604766483,6701.378487842092,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,43,ZIP,ZIP--ZINB,-43251.939112742555,-29523.127604766483,27457.623015952144,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,43,ZINB,ZIP--ZINB,-30104.757703800853,-29523.127604766483,1163.2601980687396,nan,1,2.944127192621149e-255,True,chi-bar² heuristic; k=1
D3,Dataset 3,43,Z+P+NB,ZIP--ZINB,-29550.48016946135,-29523.127604766483,54.705129389731155,2,0,1.3210890324857558e-12,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,45,Poisson,ZIP--ZINB,-73927.28002328663,-29188.733068729278,89477.0939091147,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,45,NB,ZIP--ZINB,-33199.87341009117,-29188.733068729278,8022.28068272378,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,45,P+NB,ZIP--ZINB,-32532.11847026573,-29188.733068729278,6686.7708030729045,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,45,ZIP,ZIP--ZINB,-42747.807519289694,-29188.733068729278,27118.148901120832,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,45,ZINB,ZIP--ZINB,-29736.232997062038,-29188.733068729278,1094.9998566655195,nan,1,2.0165528232439448e-240,True,chi-bar² heuristic; k=1
D3,Dataset 3,45,Z+P+NB,ZIP--ZINB,-29216.00212051915,-29188.733068729278,54.53810357974726,2,0,1.4361548887485248e-12,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,46,Poisson,ZIP--ZINB,-73749.31519235937,-29156.534889040646,89185.56060663745,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,46,NB,ZIP--ZINB,-33099.19904303332,-29156.534889040646,7885.328307985343,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,46,P+NB,ZIP--ZINB,-32456.712838460993,-29156.534889040646,6600.355898840695,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,46,ZIP,ZIP--ZINB,-42969.689769647135,-29156.534889040646,27626.30976121298,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,46,ZINB,ZIP--ZINB,-29702.054600358242,-29156.534889040646,1091.0394226351928,nan,1,1.46349856785894e-239,True,chi-bar² heuristic; k=1
D3,Dataset 3,46,Z+P+NB,ZIP--ZINB,-29184.708664621146,-29156.534889040646,56.34755116100132,2,0,5.811453016073902e-13,True,chi²(df=2; shared inflation gamma_z=gamma_nb)
D3,Dataset 3,52,Poisson,ZIP--ZINB,-73200.82156192182,-29431.757026432373,87538.1290709789,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,52,NB,ZIP--ZINB,-33503.90149096882,-29431.757026432373,8144.288929072893,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,52,P+NB,ZIP--ZINB,-32800.51337001433,-29431.757026432373,6737.512687163908,nan,2,0.0,True,chi-bar² heuristic; k=2
D3,Dataset 3,52,ZIP,ZIP--ZINB,-42714.0840306342,-29431.757026432373,26564.654008403653,nan,1,0.0,True,chi-bar² heuristic; k=1
D3,Dataset 3,52,ZINB,ZIP--ZINB,-29985.447418906944,-29431.757026432373,1107.3807849491423,nan,1,4.1085458631054187e-243,True,chi-bar² heuristic; k=1
